,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm
VPS18,619,False,False,619,0.031884465,97.09757584282835,680.0,0.03290281,0.03119437
VPS25,45,False,False,45,0.0021568902,99.78899985933325,46.0,0.0031614115,0.0029972587
VPS26A,986,False,False,986,0.051390257,95.37675247339054,1096.0,0.09497298,0.090041615
VPS26B,1214,False,False,1214,0.063628264,94.30768509401229,1357.0,0.10249922,0.09717705
VPS29,2514,False,False,2514,0.14905988,88.21212547475031,3179.0,0.29135975,0.2762312
VPS33A,665,False,False,665,0.034510244,96.88188681014677,736.0,0.06632781,0.06288381
VPS33B,453,False,False,453,0.022834904,97.87593191728794,487.0,0.03653124,0.034634396
VPS35,1795,False,False,1795,0.09954518,91.58343883340366,2123.0,0.1192748,0.11308159
VPS36,646,False,False,646,0.033806913,96.97097575842828,721.0,0.08604207,0.081574425
VPS37A,771,False,False,771,0.040136915,96.38486425657618,856.0,0.08642246,0.08193507
VPS37B,333,False,False,333,0.017020678,98.43859895906597,363.0,0.007171367,0.0067990012
VPS37C,103,False,False,103,0.004876448,99.51704412247386,104.0,0.005008238,0.0047481908
VPS37D,399,False,False,399,0.020302903,98.12913208608805,433.0,0.018935945,0.017952716
VPS39,827,False,False,827,0.04299714,96.12228630374644,917.0,0.12651154,0.11994257
VPS41,2087,False,False,2087,0.12275519,90.21428236507714,2618.0,0.18520619,0.17558956
VPS45,556,False,False,556,0.02822713,97.3929760397618,602.0,0.033564016,0.03182124
VPS4A,1261,False,False,1261,0.06691049,94.08730716931589,1427.0,0.12567227,0.11914687
VPS4B,664,False,False,664,0.0338538,96.88657570216158,722.0,0.06963732,0.06602148
VPS51,278,False,False,278,0.013550898,98.6964880198809,289.0,0.006939719,0.0065793814
VPS52,770,False,False,770,0.039246026,96.38955314859099,837.0,0.026674708,0.025289653
VPS53,1103,False,False,1103,0.05739204,94.82815210765696,1224.0,0.07767347,0.07364036
VPS54,372,False,False,372,0.019458901,98.2557321704881,415.0,0.026606174,0.025224678
VPS72,364,False,False,364,0.017864678,98.29324330660666,381.0,0.019041143,0.018052453
VPS8,4147,False,False,4147,0.23331927,80.55516481455432,4976.0,0.7086578,0.6718615
VPS9D1,464,False,False,464,0.022600459,97.82435410512495,482.0,0.03417993,0.032405175
VRK1,257,False,False,257,0.013269564,98.79495475219206,283.0,0.043900352,0.041620877
VRK2,64,False,False,64,0.0032353355,99.69991091105172,69.0,0.004886191,0.004632481
VRK3,385,False,False,385,0.018943124,98.19477657429549,404.0,0.011083307,0.010507818
VSIG10,41,False,False,41,0.0020162235,99.80775542739251,43.0,0.004532704,0.004297348
VSIG10L,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0026293811,0.0024928534
VSIG2,20,False,False,20,0.0009846673,99.90622215970366,21.0,0.002817493,0.0026711975
VSIG8,16,False,False,16,0.00079711166,99.92497772776294,17.0,0.0028335794,0.0026864489
VSNL1,7084,False,False,7084,0.7105547,66.78388896703709,15154.0,0.49602798,0.47027224
VSTM2A,1031,False,False,1031,0.062831156,95.16575233272377,1340.0,0.17130892,0.16241388
VSTM2B,317,False,False,317,0.015754677,98.51362123130303,336.0,0.017838031,0.01691181
VSTM2L,965,False,False,965,0.051812258,95.47521920570169,1105.0,0.1582175,0.15000223
VSTM4,140,False,False,140,0.0067051155,99.34355511792563,143.0,0.007362648,0.0069803502
VSTM5,164,False,False,164,0.008393116,99.23102170957003,179.0,0.008754496,0.008299928
VTA1,905,False,False,905,0.0469827,95.7565527265907,1002.0,0.064293124,0.060954772
VTCN1,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023681053,0.0022451438
VTI1A,902,False,False,902,0.054062925,95.77061940263516,1153.0,0.108205244,0.1025868
VTI1B,3398,False,False,3398,0.20495147,84.06714493365217,4371.0,0.40336138,0.3824173
VTN,214,False,False,214,0.01345712,98.99657710882919,287.0,0.014549414,0.013793951
VWA1,325,False,False,325,0.016317343,98.47611009518451,348.0,0.045003925,0.042667143
VWA2,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0022791382,0.0021607964
VWA3A,116,False,False,116,0.005908004,99.45608852628123,126.0,0.0045422586,0.0043064067
VWA3B,112,False,False,112,0.005814226,99.47484409434051,124.0,0.005297908,0.00502282
VWA5A,131,False,False,131,0.006423782,99.38575514605898,137.0,0.005488505,0.0052035204
VWA5B1,54,False,False,54,0.0027195574,99.74679983119988,58.0,0.0034112316,0.003234107
VWA5B2,192,False,False,192,0.00998734,99.09973273315515,213.0,0.005288232,0.0050136466
VWA8,594,False,False,594,0.033806913,97.21479814319876,721.0,0.038757507,0.036745064
VWA9,182,False,False,182,0.008862006,99.14662165330333,189.0,0.005542861,0.0052550538
VWC2,269,False,False,269,0.015848454,98.73868804801425,338.0,0.032153796,0.030484244
VWC2L,142,False,False,142,0.009565339,99.33417733389601,204.0,0.036734268,0.034826882
VWCE,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.002362247,0.00223959
VWF,90,False,False,90,0.00520467,99.57799971866648,111.0,0.1191668,0.112979196
WI1-1010L24.1,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.00229552,0.0021763276
WI1-166E14.1,126,False,False,126,0.0063768933,99.40919960613307,136.0,0.0042138724,0.0039950716
WI1-1993I8.1,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0022675274,0.0021497884
WI1-2065I1.2,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023723417,0.0022491603
WI1-2080J1.2,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022812972,0.0021628432
WI1-535J9.1,4,False,False,4,0.0002344446,99.98124443194072,5.0,0.0023942718,0.0022699516
WAC,1174,False,False,1174,0.06269049,94.49524077460497,1337.0,0.15297325,0.14503027
WAPAL,1243,False,False,1243,0.06780138,94.1717072255826,1446.0,0.11656888,0.11051617
WARS,1009,False,False,1009,0.051859144,95.26890795704975,1106.0,0.05315501,0.050394993
WARS2,188,False,False,188,0.009893562,99.11848830121443,211.0,0.0058165635,0.005514545
WAS,13,False,False,13,0.00065644487,99.93904440380737,14.0,0.002679833,0.0025406855
WASF1,2957,False,False,2957,0.2390866,86.13494631218643,5099.0,0.1805897,0.17121279
WASF2,291,False,False,291,0.014582454,98.63553242368828,311.0,0.042911552,0.040683415
WASF3,1803,False,False,1803,0.09968585,91.54592769728514,2126.0,0.2605428,0.24701439
WASH1,476,False,False,476,0.023960238,97.76808740094715,511.0,0.028279083,0.02681072
WASL,1907,False,False,1907,0.11159563,91.05828292774417,2380.0,0.15465117,0.14662106
WBP1,425,False,False,425,0.020584237,98.00722089370282,439.0,0.022106454,0.0209586
WBP11,1258,False,False,1258,0.06775449,94.10137384536034,1445.0,0.16124736,0.15287475
WBP1L,552,False,False,552,0.028508464,97.41173160782107,608.0,0.031229809,0.029608237
WBP2,1958,False,False,1958,0.1070474,90.81914943498852,2283.0,0.17353927,0.16452843
WBP4,1830,False,False,1830,0.10615651,91.41932761288507,2264.0,0.22839169,0.21653269
WBP5,1789,False,False,1789,0.10062362,91.61157218549256,2146.0,0.14161295,0.13425985
WBSCR16,241,False,False,241,0.011534674,98.86997702442912,246.0,0.006438081,0.0061037904
WBSCR17,1675,False,False,1675,0.12978853,92.14610587518169,2768.0,0.15215054,0.14425029
WBSCR22,597,False,False,597,0.030290242,97.20073146715431,646.0,0.03378345,0.03202928
WBSCR25,15,False,False,15,0.0007033338,99.92966661977775,15.0,0.0023862196,0.0022623178
WBSCR27,147,False,False,147,0.0074553383,99.31073287382192,159.0,0.0059071244,0.005600403
WDFY1,243,False,False,243,0.01261312,98.8605992403995,269.0,0.006294709,0.0059678634
WDFY2,139,False,False,139,0.0072208936,99.34824400994046,154.0,0.0044617094,0.0042300397
WDFY3,1327,False,False,1327,0.074787825,93.77784029633798,1595.0,0.13388143,0.12692979
WDFY4,30,False,False,30,0.0014535565,99.8593332395555,31.0,0.0032145055,0.0030475957
WDHD1,104,False,False,104,0.005298448,99.51235523045904,113.0,0.004926017,0.004670239
WDPCP,204,False,False,204,0.010925119,99.04346602897735,233.0,0.0054246043,0.0051429374
WDR1,1486,False,False,1486,0.079336055,93.03230646598209,1692.0,0.12636541,0.11980402
WDR11,518,False,False,518,0.02686735,97.57115393632485,573.0,0.028056521,0.026599716
WDR12,857,False,False,857,0.045341585,95.98161954330192,967.0,0.06149615,0.058303032
WDR13,1473,False,False,1473,0.07699161,93.0932620621747,1642.0,0.17473428,0.1656614
WDR17,573,False,False,573,0.037464246,97.31326487550992,799.0,0.08394074,0.07958221
WDR18,731,False,False,731,0.0363858,96.57241993716885,776.0,0.088547364,0.08394963
WDR19,215,False,False,215,0.01083134,98.99188821681437,231.0,0.0070600584,0.0066934726
WDR20,334,False,False,334,0.017583344,98.43391006705116,375.0,0.008576231,0.00813092
WDR24,328,False,False,328,0.01645801,98.46204341914006,351.0,0.011281369,0.010695597
WDR25,142,False,False,142,0.0072208936,99.33417733389601,154.0,0.0063299993,0.0060013207
WDR26,2572,False,False,2572,0.1514981,87.94016973789094,3231.0,0.24095108,0.22843996
WDR27,10,False,False,10,0.00051577814,99.95311107985184,11.0,0.0026553108,0.0025174366
WDR3,371,False,False,371,0.019224457,98.26042106250293,410.0,0.009273194,0.0087916935
WDR31,105,False,False,105,0.00520467,99.50766633844422,111.0,0.0048675896,0.0046148454
WDR33,1185,False,False,1185,0.06522249,94.44366296244198,1391.0,0.17736992,0.16816017
WDR34,239,False,False,239,0.011534674,98.87935480845876,246.0,0.0075923977,0.0071981703
WDR35,593,False,False,593,0.03085291,97.21948703521358,658.0,0.018927414,0.017944628
WDR36,250,False,False,250,0.01256623,98.82777699629578,268.0,0.010214406,0.009684034
WDR37,1072,False,False,1072,0.055844706,94.97350776011628,1191.0,0.08784847,0.08328703
WDR38,20,False,False,20,0.0009377784,99.90622215970366,20.0,0.0026373486,0.0025004072
WDR4,214,False,False,214,0.010550007,98.99657710882919,225.0,0.006302339,0.005975097
WDR41,532,False,False,532,0.027664462,97.50550944811741,590.0,0.036017273,0.034147117
WDR43,556,False,False,556,0.029680686,97.3929760397618,633.0,0.06562993,0.062222164
WDR44,323,False,False,323,0.016270455,98.48548787921413,347.0,0.00871376,0.008261308
WDR45,791,False,False,791,0.04084025,96.29108641627984,871.0,0.049615394,0.047039166
WDR45B,616,False,False,616,0.031321798,97.11164251887278,668.0,0.036420748,0.034529638
WDR46,119,False,False,119,0.005861115,99.44202185023678,125.0,0.006886072,0.00652852
WDR47,1738,False,False,1738,0.100482956,91.85070567824823,2143.0,0.17607935,0.1669366
WDR48,630,False,False,630,0.032728467,97.04599803066536,698.0,0.037463214,0.035517976
WDR5,293,False,False,293,0.01434801,98.62615463965865,306.0,0.0072469492,0.006870659
WDR53,327,False,False,327,0.016598677,98.46673231115487,354.0,0.012318154,0.011678547
WDR54,328,False,False,328,0.016129788,98.46204341914006,344.0,0.0070882193,0.0067201713
WDR55,289,False,False,289,0.014863788,98.64491020771791,317.0,0.014903296,0.014129458
WDR59,355,False,False,355,0.01823979,98.33544333474,389.0,0.019168835,0.018173514
WDR5B,41,False,False,41,0.0020162235,99.80775542739251,43.0,0.0030350485,0.0028774568
WDR6,1178,False,False,1178,0.062362265,94.47648520654569,1330.0,0.10835055,0.10272457
WDR60,430,False,False,430,0.02428846,97.98377643362873,518.0,0.031063663,0.029450715
WDR61,731,False,False,731,0.03699536,96.57241993716885,789.0,0.053044274,0.050290007
WDR62,9,False,False,9,0.0004688892,99.95779997186665,10.0,0.0025761216,0.0024423592
WDR63,9,False,False,9,0.00051577814,99.95779997186665,11.0,0.002528714,0.0023974134
WDR64,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022206348,0.0021053308
WDR66,87,False,False,87,0.004688892,99.59206639471093,100.0,0.0036755388,0.0034846906
WDR7,1983,False,False,1983,0.11980119,90.70192713461809,2555.0,0.17087622,0.16200365
WDR70,518,False,False,518,0.026632907,97.57115393632485,568.0,0.048308197,0.045799848
WDR72,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0024784042,0.0023497157
WDR73,475,False,False,475,0.024851128,97.77277629296196,530.0,0.03481295,0.033005327
WDR74,622,False,False,622,0.031837575,97.08350916678388,679.0,0.03737391,0.03543331
WDR75,592,False,False,592,0.029915132,97.2241759272284,638.0,0.02596451,0.02461633
WDR76,58,False,False,58,0.002860224,99.72804426314063,61.0,0.0039288476,0.0037248465
WDR77,497,False,False,497,0.024851128,97.669620668636,530.0,0.0140262665,0.013297969
WDR78,229,False,False,229,0.012003563,98.92624372860693,256.0,0.0073575494,0.0069755167
WDR81,231,False,False,231,0.011206452,98.9168659445773,239.0,0.0067004734,0.0063525587
WDR82,1215,False,False,1215,0.064144045,94.30299620199747,1368.0,0.06717433,0.06368638
WDR83,508,False,False,508,0.026070239,97.61804285647302,556.0,0.06466137,0.061303902
WDR83OS,253,False,False,253,0.01219112,98.81371032025132,260.0,0.010196279,0.009666848
WDR86,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0026065165,0.0024711757
WDR89,190,False,False,190,0.0091433395,99.10911051718479,195.0,0.005817721,0.005515642
WDR90,57,False,False,57,0.0028133353,99.73273315515544,60.0,0.0051027373,0.0048377835
WDR91,278,False,False,278,0.013738453,98.6964880198809,293.0,0.024282295,0.023021463
WDR92,814,False,False,814,0.042809583,96.18324189993905,913.0,0.026632736,0.02524986
WDR93,17,False,False,17,0.00079711166,99.92028883574811,17.0,0.002944498,0.0027916082
WDR95,38,False,False,38,0.0019224457,99.82182210343696,41.0,0.0033615236,0.0031869803
WDSUB1,151,False,False,151,0.007549116,99.29197730576264,161.0,0.0049419445,0.004685339
WDTC1,591,False,False,591,0.028555352,97.22886481924321,609.0,0.03682016,0.03490831
WDYHV1,337,False,False,337,0.017020678,98.4198433910067,363.0,0.008494073,0.008053027
WEE1,48,False,False,48,0.0022506681,99.7749331832888,48.0,0.004426498,0.004196657
WFDC1,63,False,False,63,0.0030946687,99.70459980306654,66.0,0.0051082815,0.0048430394
WFDC18,65,False,False,65,0.0030946687,99.6952220190369,66.0,0.00597016,0.0056601656
WFDC3,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0026751254,0.0025362223
WFIKKN1,6,False,False,6,0.00032822244,99.9718666479111,7.0,0.0024901212,0.0023608243
WFIKKN2,12,False,False,12,0.00065644487,99.9437332958222,14.0,0.0032147514,0.0030478288
WFS1,580,False,False,580,0.039433584,97.28044263140619,841.0,0.3109605,0.29481423
WHAMM,285,False,False,285,0.01434801,98.66366577577719,306.0,0.0069560483,0.006594863
WHRN,168,False,False,168,0.008815117,99.21226614151077,188.0,0.006507636,0.0061697336
WHSC1,1510,False,False,1510,0.085853614,92.91977305762649,1831.0,0.1287545,0.12206906
WHSC1L1,1153,False,False,1153,0.066113375,94.59370750691612,1410.0,0.13947514,0.13223305
WIBG,43,False,False,43,0.0020631126,99.79837764336288,44.0,0.00358722,0.0034009577
WIF1,21,False,False,21,0.0011253341,99.90153326768885,24.0,0.0027142477,0.0025733132
WIPF1,303,False,False,303,0.01697379,98.57926571951047,362.0,0.04232171,0.040124204
WIPF2,1289,False,False,1289,0.06948938,93.95601819290101,1482.0,0.116296306,0.11025775
WIPF3,2515,False,False,2515,0.22572327,88.2074365827355,4814.0,0.27672803,0.2623592
WIPI1,610,False,False,610,0.032353356,97.13977587096169,690.0,0.07768319,0.07364958
WIPI2,1396,False,False,1396,0.07581938,93.45430674731561,1617.0,0.2120733,0.20106162
WISP1,18,False,False,18,0.0008908895,99.9155999437333,19.0,0.0024816531,0.002352796
WIZ,178,False,False,178,0.008486895,99.16537722136259,181.0,0.027709277,0.026270503
WLS,664,False,False,664,0.03465091,96.88657570216158,739.0,0.13032006,0.12355333
WNK1,2274,False,False,2274,0.13452432,89.33745955830638,2869.0,0.36121312,0.3424575
WNK2,1138,False,False,1138,0.065363154,94.66404088713837,1394.0,0.0873527,0.08281701
WNK3,413,False,False,413,0.021193791,98.06348759788062,452.0,0.030692002,0.029098352
WNK4,47,False,False,47,0.0022037793,99.7796220753036,47.0,0.00302287,0.0028659108
WNT10A,84,False,False,84,0.004079336,99.60613307075538,87.0,0.0035238361,0.0033408646
WNT11,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0023105352,0.002190563
WNT2,80,False,False,80,0.004079336,99.62488863881464,87.0,0.0030587623,0.0028999394
WNT2B,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0025577648,0.0024249556
WNT3,116,False,False,116,0.0055328924,99.45608852628123,118.0,0.017752185,0.016830422
WNT3A,4,False,False,4,0.0002344446,99.98124443194072,5.0,0.0024665094,0.0023384388
WNT4,222,False,False,222,0.011534674,98.95906597271065,246.0,0.008652061,0.008202813
WNT5A,95,False,False,95,0.00520467,99.55455525859239,111.0,0.0048509147,0.0045990357
WNT5B,87,False,False,87,0.0043137805,99.59206639471093,92.0,0.0043151295,0.0040910714
WNT6,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0024524431,0.0023251027
WNT7A,147,False,False,147,0.007549116,99.31073287382192,161.0,0.028485233,0.027006168
WNT7B,257,False,False,257,0.01261312,98.79495475219206,269.0,0.007938084,0.007525908
WNT9A,253,False,False,253,0.012988231,98.81371032025132,277.0,0.0073549654,0.006973067
WNT9B,31,False,False,31,0.0014535565,99.85464434754067,31.0,0.0029385658,0.0027859837
WRAP53,209,False,False,209,0.010596896,99.02002156890327,226.0,0.0132424515,0.012554851
WRAP73,503,False,False,503,0.025413794,97.6414873165471,542.0,0.015769616,0.014950795
WRB,737,False,False,737,0.03779247,96.54428658507994,806.0,0.08871753,0.08411097
WRN,296,False,False,296,0.015707789,98.6120879636142,335.0,0.009177884,0.008701332
WRNIP1,880,False,False,880,0.045763586,95.87377502696113,976.0,0.08655384,0.08205962
WSB1,551,False,False,551,0.02864913,97.4164204998359,611.0,0.017094541,0.016206926
WSB2,2850,False,False,2850,0.16270456,86.63665775777184,3470.0,0.24789138,0.23501989
WSCD1,1416,False,False,1416,0.07778872,93.36052890701927,1659.0,0.17019565,0.16135843
WSCD2,321,False,False,321,0.017583344,98.49486566324379,375.0,0.007689282,0.0072900243
WT1,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023998704,0.0022752597
WT1OS,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0022603425,0.0021429767
WTAP,261,False,False,261,0.012988231,98.77619918413278,277.0,0.008325078,0.007892807
WTIP,90,False,False,90,0.0043606698,99.57799971866648,93.0,0.004439954,0.004209414
WWC1,1263,False,False,1263,0.06705116,94.07792938528625,1430.0,0.16298771,0.15452474
WWC2,559,False,False,559,0.029164908,97.37890936371736,622.0,0.047545698,0.045076936
WWOX,698,False,False,698,0.04435692,96.7271533736578,946.0,0.13194117,0.12509026
WWP1,813,False,False,813,0.043137807,96.18793079195386,920.0,0.111319266,0.105539136
WWP2,512,False,False,512,0.025882684,97.59928728841375,552.0,0.017238269,0.016343191
WWTR1,195,False,False,195,0.009565339,99.0856660571107,204.0,0.008061542,0.007642955
XAB2,598,False,False,598,0.030571576,97.1960425751395,652.0,0.057563823,0.054574884
XAF1,63,False,False,63,0.00304778,99.70459980306654,65.0,0.004777634,0.0045295605
XBP1,890,False,False,890,0.045247808,95.82688610681296,965.0,0.08548261,0.08104402
XDH,27,False,False,27,0.0014066676,99.87339991559995,30.0,0.003286021,0.0031153979
XIAP,874,False,False,874,0.0452947,95.90190837905003,966.0,0.051105186,0.048451602
XIRP2,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0026060033,0.0024706894
XIST,1219,False,False,1219,0.09706006,94.2842406339382,2070.0,0.099946976,0.09475733
